Index	Var	Importance
22	NOVA1Linfo	0.980902777777778
5	SF3BTV1Linfo	0.952746212121212
29	RBM45Linfo	0.869539141414141
14	U4ataLinfo	0.853945707070707
40	SRSF6Linfo	0.821054292929293
9	U12Linfo	0.789299242424242
8	U11Linfo	0.781723484848485
32	SKIPLinfo	0.698137626262626
10	U2Linfo	0.697064393939394
20	ESRP1Linfo	0.681597222222222
33	SND1Linfo	0.677493686868687
24	PSFLinfo	0.647190656565657
6	SF3BTV2Linfo	0.585132575757576
41	SRFSF9Linfo	0.573895202020202
13	U4Linfo	0.569097222222222
16	U6Linfo	0.540309343434343
17	U6atacLinfo	0.525284090909091
37	SRSF3Linfo	0.525284090909091
39	SRSF5Linfo	0.507354797979798
42	TIA1Linfo	0.49832702020202
2	FBP11Linfo	0.445170454545455
1	CA150Linfo	0.442708333333333
27	RBM17Linfo	0.431723484848485
3	PRP8Linfo	0.42427398989899
7	U1Linfo	0.421559343434343
18	CELF4Linfo	0.406344696969697
11	U2AF1Linfo	0.405397727272727
38	SRSF4Linfo	0.40407196969697
25	PTBLinfo	0.400915404040404
28	RBM3Linfo	0.400031565656566
23	nSR100Linfo	0.379324494949495
12	UA2F2Linfo	0.377746212121212
19	CUGBPLinfo	0.37042297979798
44	TRA2BLinfo	0.369349747474747
4	RBM22Linfo	0.338983585858586
15	U5Linfo	0.328188131313131
30	SAM68TV1Linfo	0.325978535353535
43	TRA2ALinfo	0.313415404040404
35	SRSF1Linfo	0.304324494949495
31	SC35Linfo	0.304008838383838
34	SRM160Linfo	0.294602272727273
26	RAVER1Linfo	0.293907828282828
36	SRSF10Linfo	0.280650252525253
21	MAGOHLinfo	0.261521464646465
