Index	Var	Importance
38	U4ATAC	0.997086720867209
6	NOVA1	0.714227642276423
17	sf3btv1	0.698170731707317
24	SRSF3	0.692276422764228
37	U4	0.647493224932249
10	RAVER1	0.636043360433604
29	TIA1	0.618428184281843
7	PRP8	0.607317073170732
36	U2AF2	0.58990514905149
21	SRM160	0.586382113821138
1	CA150	0.562330623306233
22	SRSF1	0.560636856368564
11	RBM17	0.539566395663957
5	MAGOH	0.534959349593496
3	ESRP1	0.534857723577236
41	U6ATAC	0.528014905149051
15	SAM68.TV1	0.524864498644986
13	RBM3	0.524457994579946
33	U12	0.523441734417344
27	SRSF6	0.510162601626016
20	SND1	0.503184281842818
18	SF3B.TV2	0.502235772357724
28	SRSF9	0.490785907859079
32	U11	0.479539295392954
35	U2AF1	0.472425474254743
16	SC35	0.468766937669377
14	RBM45	0.451016260162602
26	SRSF5	0.449932249322493
12	RBM22	0.436246612466125
4	FBP11	0.415989159891599
2	CUGBP	0.413143631436314
25	SRSF4	0.412262872628726
40	U6	0.410840108401084
34	U2	0.41070460704607
23	SRSF10	0.398373983739837
19	SKIP	0.388008130081301
9	PTB	0.386788617886179
31	TRA2B	0.379674796747968
39	U5	0.367411924119241
30	TRA2A	0.331436314363144
8	PSF	0.300609756097561
