Index	Var	Importance
30	SC35Linfo	0.777674418604651
42	TRA2ALinfo	0.639069767441861
3	PRP8Linfo	0.625736434108527
15	U5Linfo	0.616666666666667
13	U4Linfo	0.612945736434109
9	U12Linfo	0.610930232558139
39	SRSF6Linfo	0.597054263565891
5	SF3BTV1Linfo	0.596356589147287
1	CA150Linfo	0.591860465116279
35	SRSF10Linfo	0.576589147286822
14	U4ataLinfo	0.570387596899225
20	MAGOHLinfo	0.559612403100775
18	CELF4Linfo	0.559302325581395
32	SND1Linfo	0.551782945736434
37	SRSF4Linfo	0.55031007751938
12	UA2F2Linfo	0.546589147286822
4	RBM22Linfo	0.545038759689922
38	SRSF5Linfo	0.530387596899225
34	SRSF1Linfo	0.527286821705426
33	SRM160Linfo	0.523100775193798
7	U1Linfo	0.515193798449612
28	RBM45Linfo	0.511317829457364
27	RBM3Linfo	0.508682170542636
2	FBP11Linfo	0.503178294573643
16	U6Linfo	0.487286821705426
41	TIA1Linfo	0.48093023255814
31	SKIPLinfo	0.472945736434109
23	PSFLinfo	0.471395348837209
8	U11Linfo	0.461627906976744
17	U6atacLinfo	0.461317829457364
22	nSR100Linfo	0.453333333333333
10	U2Linfo	0.453178294573643
6	SF3BTV2Linfo	0.450077519379845
25	RAVER1Linfo	0.448682170542636
43	TRA2BLinfo	0.439302325581395
40	SRFSF9Linfo	0.438992248062015
29	SAM68TV1Linfo	0.419612403100775
19	ESRP1Linfo	0.40922480620155
26	RBM17Linfo	0.401085271317829
24	PTBLinfo	0.400232558139535
11	U2AF1Linfo	0.382480620155039
36	SRSF3Linfo	0.362868217054264
21	NOVA1Linfo	0.358372093023256
