Index	Var	Importance
13	U4Linfo	0.734172077922078
40	SRSF6Linfo	0.712527056277056
20	ESRP1Linfo	0.708671536796537
33	SND1Linfo	0.679383116883117
14	U4ataLinfo	0.671942640692641
10	U2Linfo	0.664840367965368
39	SRSF5Linfo	0.653206168831169
6	SF3BTV2Linfo	0.621956168831169
29	RBM45Linfo	0.617018398268398
41	SRFSF9Linfo	0.604775432900433
18	CELF4Linfo	0.601190476190476
22	NOVA1Linfo	0.581168831168831
8	U11Linfo	0.559659090909091
4	RBM22Linfo	0.558373917748918
32	SKIPLinfo	0.5526920995671
16	U6Linfo	0.547957251082251
7	U1Linfo	0.535308441558442
25	PTBLinfo	0.53023538961039
23	nSR100Linfo	0.522997835497836
31	SC35Linfo	0.521103896103896
43	TRA2ALinfo	0.517113095238095
5	SF3BTV1Linfo	0.515692640692641
11	U2AF1Linfo	0.512513528138528
28	RBM3Linfo	0.507913961038961
44	TRA2BLinfo	0.482954545454545
26	RAVER1Linfo	0.482819264069264
36	SRSF10Linfo	0.476393398268398
34	SRM160Linfo	0.475311147186147
24	PSFLinfo	0.473890692640693
27	RBM17Linfo	0.465976731601732
12	UA2F2Linfo	0.456507034632035
15	U5Linfo	0.449404761904762
1	CA150Linfo	0.430600649350649
9	U12Linfo	0.422686688311688
17	U6atacLinfo	0.400906385281385
3	PRP8Linfo	0.399688852813853
30	SAM68TV1Linfo	0.392045454545455
42	TIA1Linfo	0.389948593073593
35	SRSF1Linfo	0.367830086580087
37	SRSF3Linfo	0.365395021645022
19	CUGBPLinfo	0.359307359307359
38	SRSF4Linfo	0.335362554112554
2	FBP11Linfo	0.323660714285714
21	MAGOHLinfo	0.316896645021645
