Index	Var	Importance
23	NOVA1Linfo	0.953055555555556
30	RBM45Linfo	0.902283950617284
5	SF3BTV1Linfo	0.868395061728395
21	ESRP2Linfo	0.859475308641975
14	U4ataLinfo	0.801327160493827
8	U11Linfo	0.746203703703704
41	SRSF6Linfo	0.740956790123457
18	CELF4Linfo	0.724475308641975
9	U12Linfo	0.70966049382716
27	RAVER1Linfo	0.706512345679012
43	TIA1Linfo	0.665154320987654
33	SKIPLinfo	0.656882716049383
20	ESRP1Linfo	0.645462962962963
10	U2Linfo	0.635679012345679
25	PSFLinfo	0.606574074074074
24	nSR100Linfo	0.581820987654321
6	SF3BTV2Linfo	0.546574074074074
16	U6Linfo	0.527685185185185
13	U4Linfo	0.512006172839506
42	SRFSF9Linfo	0.495895061728395
26	PTBLinfo	0.489104938271605
17	U6atacLinfo	0.472253086419753
19	CUGBPLinfo	0.452746913580247
38	SRSF3Linfo	0.438981481481481
39	SRSF4Linfo	0.434907407407407
1	CA150Linfo	0.431944444444444
28	RBM17Linfo	0.422376543209877
3	PRP8Linfo	0.421388888888889
7	U1Linfo	0.404969135802469
11	U2AF1Linfo	0.40070987654321
2	FBP11Linfo	0.384043209876543
40	SRSF5Linfo	0.380030864197531
12	UA2F2Linfo	0.37212962962963
45	TRA2BLinfo	0.342191358024691
35	SRM160Linfo	0.332006172839506
32	SC35Linfo	0.327685185185185
44	TRA2ALinfo	0.318672839506173
29	RBM3Linfo	0.318117283950617
37	SRSF10Linfo	0.31108024691358
36	SRSF1Linfo	0.304722222222222
4	RBM22Linfo	0.292932098765432
34	SND1Linfo	0.292006172839506
31	SAM68TV1Linfo	0.28787037037037
15	U5Linfo	0.249722222222222
22	MAGOHLinfo	0.231327160493827
