Index	Var	Importance
1	HbA1c	0.962471655328798
46	U4ATAC_0h	0.826502267573696
45	U4_0h	0.719869614512472
17	PTB_0h	0.704336734693878
38	TRA2A_0h	0.695606575963719
19	RBM17_0h	0.671031746031746
34	SRSF5_0h	0.63171768707483
36	SRSF9_0h	0.602579365079365
18	RAVER1_0h	0.598384353741497
31	SRSF10_0h	0.583645124716553
11	ESRP1_0h	0.581774376417234
37	TIA1_0h	0.57468820861678
41	U12_0h	0.571003401360544
3	Glu.120	0.56499433106576
8	ISI	0.555527210884354
12	FBP11_0h	0.548837868480726
2	Glu.ayunas	0.537556689342404
22	RBM45_0h	0.537046485260771
27	SKIP_0h	0.534495464852608
47	U5_0h	0.518225623582766
49	U6ATAC_0h	0.5125
25	sf3btv1_0h	0.506377551020408
16	PSF_0h	0.498554421768707
42	U2_0h	0.476927437641723
26	SF3BTV2_0h	0.476105442176871
7	MISI	0.46890589569161
33	SRSF4_0h	0.458928571428571
23	SAM68TV1_0h	0.458475056689342
6	DI	0.458248299319728
5	IGI	0.454676870748299
20	RBM22_0h	0.454336734693878
32	SRSF3_0h	0.453883219954649
48	U6_0h	0.439824263038549
15	PRP8_0h	0.439597505668934
29	SRM160_0h	0.437159863945578
9	CA150_0h	0.437103174603175
39	TRA2B_0h	0.434552154195011
28	SND1_0h	0.422704081632653
44	U2AF2_0h	0.415958049886621
30	SRSF1_0h	0.415844671201814
21	RBM3_0h	0.411989795918367
4	HIRI	0.409892290249433
14	NOVA1_0h	0.406037414965986
13	MAGOH_0h	0.399291383219955
24	SC35_0h	0.395436507936508
43	U2AF1_0h	0.354280045351474
10	CUGBP_0h	0.352409297052154
40	U11_0h	0.337953514739229
35	SRSF6_0h	0.291751700680272
