Index	Var	Importance
87	U4ATAC_4h	0.962052469135802
1	HbA1c	0.828533950617284
38	TRA2A_0h	0.723101851851852
58	PTB_4h	0.711496913580247
53	FBP11_4h	0.698904320987654
63	RBM45_4h	0.69516975308642
66	sf3btv1_4h	0.682515432098765
45	U4_0h	0.678441358024691
41	U12_0h	0.677978395061728
23	SAM68TV1_0h	0.675725308641975
59	RAVER1_4h	0.66554012345679
57	PSF_4h	0.65587962962963
17	PTB_0h	0.652947530864198
54	MAGOH_4h	0.651558641975309
16	PSF_0h	0.636064814814815
29	SRM160_0h	0.634583333333333
46	U4ATAC_0h	0.632546296296296
77	SRSF9_4h	0.632237654320988
18	RAVER1_0h	0.632052469135802
34	SRSF5_0h	0.629953703703704
86	U4_4h	0.614305555555556
85	U2AF2_4h	0.612052469135802
36	SRSF9_0h	0.603564814814815
80	TRA2B_4h	0.602824074074074
60	RBM17_4h	0.600848765432099
68	SKIP_4h	0.596373456790123
79	TRA2A_4h	0.590200617283951
25	sf3btv1_0h	0.579151234567901
11	ESRP1_0h	0.571527777777778
88	U5_4h	0.558225308641975
74	SRSF4_4h	0.554151234567901
31	SRSF10_0h	0.553966049382716
10	CUGBP_0h	0.543780864197531
27	SKIP_0h	0.541033950617284
56	PRP8_4h	0.54091049382716
3	Glu.120	0.540756172839506
70	SRM160_4h	0.540478395061728
32	SRSF3_0h	0.533472222222222
39	TRA2B_0h	0.517916666666667
37	TIA1_0h	0.510817901234568
48	U6_0h	0.505293209876543
61	RBM22_4h	0.504521604938272
78	TIA1_4h	0.499182098765432
9	CA150_0h	0.491435185185185
51	CUGBP_4h	0.490910493827161
13	MAGOH_0h	0.489398148148148
50	CA150_4h	0.485200617283951
67	SF3BTV2_4h	0.481774691358025
44	U2AF2_0h	0.478904320987654
55	NOVA1_4h	0.476682098765432
69	SND1_4h	0.471836419753086
49	U6ATAC_0h	0.46412037037037
12	FBP11_0h	0.459645061728395
28	SND1_0h	0.457391975308642
19	RBM17_0h	0.456064814814815
65	SC35_4h	0.447515432098765
26	SF3BTV2_0h	0.439583333333333
4	HIRI	0.434614197530864
64	SAM68TV1_4h	0.431929012345679
47	U5_0h	0.429490740740741
75	SRSF5_4h	0.428225308641975
8	ISI	0.425601851851852
84	U2AF1_4h	0.423626543209877
89	U6_4h	0.421280864197531
62	RBM3_4h	0.420416666666667
40	U11_0h	0.409182098765432
42	U2_0h	0.407206790123457
30	SRSF1_0h	0.40625
90	U6ATAC_4h	0.403472222222222
73	SRSF3_4h	0.40162037037037
52	ESRP1_4h	0.400632716049383
72	SRSF10_4h	0.400138888888889
20	RBM22_0h	0.398780864197531
33	SRSF4_0h	0.398256172839506
7	MISI	0.39304012345679
21	RBM3_0h	0.389675925925926
82	U12_4h	0.382793209876543
43	U2AF1_0h	0.37233024691358
22	RBM45_0h	0.35733024691358
24	SC35_0h	0.354058641975309
15	PRP8_0h	0.344027777777778
83	U2_4h	0.32804012345679
35	SRSF6_0h	0.324675925925926
6	DI	0.312824074074074
71	SRSF1_4h	0.308472222222222
2	Glu.ayunas	0.301651234567901
76	SRSF6_4h	0.297083333333333
81	U11_4h	0.29162037037037
14	NOVA1_0h	0.27162037037037
5	IGI	0.266929012345679
