Index	Var	Importance
1	HbA1c	0.906972789115646
46	U4ATAC_0h	0.760090702947846
17	PTB_0h	0.728939909297052
38	TRA2A_0h	0.714597505668934
45	U4_0h	0.70359977324263
41	U12_0h	0.677919501133787
16	PSF_0h	0.665561224489796
29	SRM160_0h	0.65983560090703
3	Glu.120	0.652749433106576
36	SRSF9_0h	0.644642857142857
18	RAVER1_0h	0.610572562358277
27	SKIP_0h	0.605187074829932
23	SAM68TV1_0h	0.602636054421769
34	SRSF5_0h	0.597137188208617
25	sf3btv1_0h	0.564597505668934
31	SRSF10_0h	0.559948979591837
11	ESRP1_0h	0.544982993197279
12	FBP11_0h	0.540107709750567
32	SRSF3_0h	0.530130385487528
19	RBM17_0h	0.52531179138322
37	TIA1_0h	0.519869614512472
49	U6ATAC_0h	0.514767573696145
8	ISI	0.514484126984127
7	MISI	0.507568027210884
2	Glu.ayunas	0.507511337868481
48	U6_0h	0.489540816326531
42	U2_0h	0.485430839002268
33	SRSF4_0h	0.47531179138322
6	DI	0.465164399092971
47	U5_0h	0.462953514739229
9	CA150_0h	0.451899092970522
26	SF3BTV2_0h	0.447874149659864
24	SC35_0h	0.431604308390023
44	U2AF2_0h	0.431264172335601
30	SRSF1_0h	0.427919501133787
10	CUGBP_0h	0.426048752834467
4	HIRI	0.420323129251701
28	SND1_0h	0.404903628117914
20	RBM22_0h	0.402465986394558
22	RBM45_0h	0.378486394557823
43	U2AF1_0h	0.376672335600907
39	TRA2B_0h	0.373214285714286
13	MAGOH_0h	0.360515873015873
15	PRP8_0h	0.344132653061224
21	RBM3_0h	0.343735827664399
40	U11_0h	0.333475056689342
35	SRSF6_0h	0.317602040816327
14	NOVA1_0h	0.297647392290249
5	IGI	0.292091836734694
