Index	Var	Importance
38	U4ATAC_4h	0.969918699186992
41	U6ATAC_4h	0.830928184281843
37	U4_4h	0.801727642276423
5	MAGOH_4h	0.728861788617886
28	SRSF9_4h	0.682452574525745
3	ESRP1_4h	0.678726287262873
6	NOVA1_4h	0.678624661246612
10	RAVER1_4h	0.677743902439024
11	RBM17_4h	0.598543360433604
7	PRP8_4h	0.547865853658537
4	FBP11_4h	0.538651761517615
21	SRM160_4h	0.529911924119241
27	SRSF6_4h	0.524695121951219
9	PTB_4h	0.521985094850948
17	sf3btv1_4h	0.521917344173442
39	U5_4h	0.521917344173442
26	SRSF5_4h	0.518055555555556
19	SKIP_4h	0.50829945799458
35	U2AF1_4h	0.497391598915989
15	SAM68TV1_4h	0.494139566395664
32	U11_4h	0.483773712737127
29	TIA1_4h	0.473136856368564
40	U6_4h	0.468462059620596
33	U12_4h	0.467649051490515
24	SRSF3_4h	0.464193766937669
34	U2_4h	0.449085365853659
13	RBM3_4h	0.444342818428184
16	SC35_4h	0.437771002710027
36	U2AF2_4h	0.435670731707317
1	CA150_4h	0.414464769647696
12	RBM22_4h	0.414329268292683
14	RBM45_4h	0.407621951219512
18	SF3BTV2_4h	0.40409891598916
8	PSF_4h	0.39170054200542
30	TRA2A_4h	0.378353658536585
31	TRA2B_4h	0.365074525745257
22	SRSF1_4h	0.365040650406504
20	SND1_4h	0.354911924119241
25	SRSF4_4h	0.348475609756098
2	CUGBP_4h	0.338651761517615
23	SRSF10_4h	0.320833333333333
