ID,NumberAtts,Atts,ROC,Sens,Spec
1,1,MAGOH,1,1,1
2,2,MAGOH RBM3,1,1,1
3,2,MAGOH PTBP1,1,0.75,1
4,2,MAGOH RBM22,1,1,1
5,2,MAGOH U5,1,1,1
6,2,MAGOH SC35,1,1,1
7,2,MAGOH SRSF10,1,1,1
8,2,MAGOH TIA1,1,0.75,1
15,2,MAGOH SRSF6,1,1,1
17,2,MAGOH FBP11,1,1,1
18,2,MAGOH PRP8,1,1,1
19,2,MAGOH SRM160,0.991379310344828,0.75,1
20,2,MAGOH CA150,1,1,1
21,2,MAGOH U2AF1,1,0.75,1
22,2,MAGOH U2AF2,1,1,1
23,2,MAGOH U1,1,1,1
24,2,MAGOH SF3BTV2,1,1,1
25,2,MAGOH SRSF9,1,1,1
26,2,MAGOH SND1,1,1,1
27,2,MAGOH SRSF5,1,1,1
28,2,MAGOH SF3BTV1,1,1,1
29,2,MAGOH SAM68TV1,1,1,1
30,2,MAGOH SKIP,1,1,1
31,2,MAGOH PSF,1,1,1
32,2,MAGOH U6,1,1,1
33,2,MAGOH RBM17,1,1,1
34,2,MAGOH U4ATAC,1,1,1
35,2,MAGOH SRSF4,1,1,1
36,2,MAGOH U2,1,1,1
37,2,MAGOH U11,1,1,1
38,2,MAGOH U6ATAC,1,1,1
39,2,MAGOH U4,1,1,1
40,1,MAGOH,1,1,1
41,1,MAGOH,1,1,1
42,2,MAGOH U12,1,1,1
43,1,MAGOH,1,1,1
44,1,MAGOH,1,1,1
45,1,MAGOH,1,1,1
46,1,RBM3,1,1,1
47,2,RBM3 PTBP1,1,1,1
48,2,RBM3 RBM22,1,1,1
49,2,RBM3 U5,1,1,1
50,2,RBM3 SC35,1,1,1
51,2,RBM3 SRSF10,1,1,1
52,2,RBM3 TIA1,1,1,1
54,2,RBM3 SRSF3,1,1,1
55,2,RBM3 NOVA1,1,1,1
58,2,RBM3 TRA2A,1,1,1
59,2,RBM3 SRSF6,1,1,1
60,2,RBM3 CUGBP,1,1,1
61,2,RBM3 FBP11,1,1,1
62,2,RBM3 PRP8,1,1,1
