Index	Var	Importance
21	MAGOHLinfo	0.925967261904762
43	TRA2ALinfo	0.744487283549784
39	SRSF5Linfo	0.675561417748918
23	nSR100Linfo	0.643229166666667
12	UA2F2Linfo	0.626386634199134
15	U5Linfo	0.618878517316017
31	SC35Linfo	0.599533279220779
6	SF3BTV2Linfo	0.575453192640693
19	CUGBPLinfo	0.57132711038961
44	TRA2BLinfo	0.553267045454545
3	PRP8Linfo	0.553064123376623
26	RAVER1Linfo	0.551981872294372
38	SRSF4Linfo	0.551102543290043
32	SKIPLinfo	0.549749729437229
42	TIA1Linfo	0.54197104978355
2	FBP11Linfo	0.536559794372294
13	U4Linfo	0.5332454004329
22	NOVA1Linfo	0.516335227272727
37	SRSF3Linfo	0.508285984848485
11	U2AF1Linfo	0.503956980519481
27	RBM17Linfo	0.499695616883117
16	U6Linfo	0.490564123376623
8	U11Linfo	0.486167478354978
30	SAM68TV1Linfo	0.482717803030303
4	RBM22Linfo	0.479944534632035
18	CELF4Linfo	0.472098214285714
36	SRSF10Linfo	0.470948322510823
28	RBM3Linfo	0.463237283549784
17	U6atacLinfo	0.461005140692641
20	ESRP1Linfo	0.457420183982684
7	U1Linfo	0.454849837662338
29	RBM45Linfo	0.446530032467532
40	SRSF6Linfo	0.444703733766234
35	SRSF1Linfo	0.442674512987013
33	SND1Linfo	0.435031114718615
5	SF3BTV1Linfo	0.429755140692641
1	CA150Linfo	0.42867288961039
10	U2Linfo	0.419473755411255
9	U12Linfo	0.409327651515151
41	SRFSF9Linfo	0.405066287878788
34	SRM160Linfo	0.403578192640693
25	PTBLinfo	0.392282196969697
14	U4ataLinfo	0.379362824675325
24	PSFLinfo	0.364549512987013
